index,polynomial,operation,operand 1,operand 2,cost,order,depth
591,2x^2+10x+9,ADD,169,9,4,2,3
592,2x^2+10x+10,ADD,169,10,4,2,3
593,2x^2+10x+11,ADD,169,11,4,2,3
594,2x^2+11x+1,ADD,170,1,4,2,4
595,2x^2+11x+2,ADD,170,2,4,2,4
596,2x^2+11x+3,ADD,170,3,4,2,4
597,2x^2+11x+4,ADD,170,4,4,2,4
598,2x^2+11x+6,ADD,170,6,4,2,4
599,2x^2+11x+7,ADD,170,7,4,2,4
600,2x^2+11x+8,ADD,170,8,4,2,4
601,2x^2+11x+10,ADD,170,10,4,2,4
602,2x^2+11x+11,ADD,170,11,4,2,4
603,3x^2+3x+1,ADD,171,1,4,2,3
604,3x^2+3x+2,ADD,171,2,4,2,3
605,3x^2+3x+3,ADD,171,3,4,2,3
606,3x^2+3x+4,ADD,171,4,4,2,3
607,3x^2+3x+5,ADD,171,5,4,2,3
608,3x^2+3x+6,ADD,171,6,4,2,3
609,3x^2+3x+7,ADD,171,7,4,2,3
610,3x^2+3x+8,ADD,171,8,4,2,3
611,3x^2+3x+9,ADD,171,9,4,2,3
612,3x^2+3x+10,ADD,171,10,4,2,3
613,3x^2+3x+11,ADD,171,11,4,2,3
614,4x^2+4x+1,ADD,172,1,4,2,3
615,4x^2+4x+2,ADD,172,2,4,2,3
616,4x^2+4x+3,ADD,172,3,4,2,3
617,4x^2+4x+4,ADD,172,4,4,2,3
618,4x^2+4x+5,ADD,172,5,4,2,3
619,4x^2+4x+6,ADD,172,6,4,2,3
620,4x^2+4x+7,ADD,172,7,4,2,3
621,4x^2+4x+8,ADD,172,8,4,2,3
622,4x^2+4x+9,ADD,172,9,4,2,3
623,4x^2+4x+10,ADD,172,10,4,2,3
624,4x^2+4x+11,ADD,172,11,4,2,3
625,5x^2+5x+1,ADD,173,1,4,2,3
626,5x^2+5x+2,ADD,173,2,4,2,3
627,5x^2+5x+3,ADD,173,3,4,2,3
628,5x^2+5x+4,ADD,173,4,4,2,3
629,5x^2+5x+5,ADD,173,5,4,2,3
630,5x^2+5x+6,ADD,173,6,4,2,3
631,5x^2+5x+7,ADD,173,7,4,2,3
632,5x^2+5x+8,ADD,173,8,4,2,3
633,5x^2+5x+9,ADD,173,9,4,2,3
634,5x^2+5x+10,ADD,173,10,4,2,3
635,5x^2+5x+11,ADD,173,11,4,2,3
636,6x^2+6x+1,ADD,174,1,4,2,3
637,6x^2+6x+2,ADD,174,2,4,2,3
638,6x^2+6x+3,ADD,174,3,4,2,3
639,6x^2+6x+4,ADD,174,4,4,2,3
640,6x^2+6x+5,ADD,174,5,4,2,3
641,6x^2+6x+6,ADD,174,6,4,2,3
642,6x^2+6x+7,ADD,174,7,4,2,3
643,6x^2+6x+8,ADD,174,8,4,2,3
644,6x^2+6x+9,ADD,174,9,4,2,3
645,6x^2+6x+10,ADD,174,10,4,2,3
646,6x^2+6x+11,ADD,174,11,4,2,3
647,3x^2+6x+1,ADD,175,1,4,2,3
648,3x^2+6x+2,ADD,175,2,4,2,3
649,3x^2+6x+4,ADD,175,4,4,2,3
650,3x^2+6x+5,ADD,175,5,4,2,3
651,3x^2+6x+6,ADD,175,6,4,2,3
652,3x^2+6x+7,ADD,175,7,4,2,3
653,3x^2+6x+8,ADD,175,8,4,2,3
654,3x^2+6x+9,ADD,175,9,4,2,3
655,3x^2+6x+10,ADD,175,10,4,2,3
656,3x^2+6x+11,ADD,175,11,4,2,3
657,4x^2+8x+1,ADD,176,1,4,2,3
658,4x^2+8x+2,ADD,176,2,4,2,3
659,4x^2+8x+3,ADD,176,3,4,2,3
660,4x^2+8x+5,ADD,176,5,4,2,3
661,4x^2+8x+6,ADD,176,6,4,2,3
662,4x^2+8x+7,ADD,176,7,4,2,3
663,4x^2+8x+8,ADD,176,8,4,2,3
664,4x^2+8x+9,ADD,176,9,4,2,3
665,4x^2+8x+10,ADD,176,10,4,2,3
666,4x^2+8x+11,ADD,176,11,4,2,3
667,5x^2+10x+1,ADD,177,1,4,2,3
668,5x^2+10x+2,ADD,177,2,4,2,3
669,5x^2+10x+3,ADD,177,3,4,2,3
670,5x^2+10x+4,ADD,177,4,4,2,3
671,5x^2+10x+6,ADD,177,6,4,2,3
672,5x^2+10x+7,ADD,177,7,4,2,3
673,5x^2+10x+8,ADD,177,8,4,2,3
674,5x^2+10x+9,ADD,177,9,4,2,3
675,5x^2+10x+10,ADD,177,10,4,2,3
676,5x^2+10x+11,ADD,177,11,4,2,3
677,3x^2+9x+1,ADD,178,1,4,2,3
678,3x^2+9x+2,ADD,178,2,4,2,3
679,3x^2+9x+3,ADD,178,3,4,2,3
680,3x^2+9x+4,ADD,178,4,4,2,3
681,3x^2+9x+5,ADD,178,5,4,2,3
682,3x^2+9x+7,ADD,178,7,4,2,3
683,3x^2+9x+8,ADD,178,8,4,2,3
684,3x^2+9x+9,ADD,178,9,4,2,3
685,3x^2+9x+10,ADD,178,10,4,2,3
686,3x^2+9x+11,ADD,178,11,4,2,3
687,3x^2+2x+1,ADD,180,1,4,2,4
688,3x^2+2x+2,ADD,180,2,4,2,4
689,3x^2+2x+3,ADD,180,3,4,2,4
690,3x^2+2x+4,ADD,180,4,4,2,4
691,3x^2+2x+5,ADD,180,5,4,2,4
692,3x^2+2x+6,ADD,180,6,4,2,4
693,3x^2+2x+7,ADD,180,7,4,2,4
694,3x^2+2x+8,ADD,180,8,4,2,4
695,3x^2+2x+9,ADD,180,9,4,2,4
696,3x^2+2x+10,ADD,180,10,4,2,4
697,3x^2+2x+11,ADD,180,11,4,2,4
698,3x^2+4x+2,ADD,181,2,4,2,4
699,3x^2+4x+3,ADD,181,3,4,2,4
700,3x^2+4x+4,ADD,181,4,4,2,4
701,3x^2+4x+5,ADD,181,5,4,2,4
702,3x^2+4x+6,ADD,181,6,4,2,4
703,3x^2+4x+7,ADD,181,7,4,2,4
704,3x^2+4x+8,ADD,181,8,4,2,4
705,3x^2+4x+9,ADD,181,9,4,2,4
706,3x^2+4x+10,ADD,181,10,4,2,4
707,3x^2+4x+11,ADD,181,11,4,2,4
708,3x^2+5x+1,ADD,182,1,4,2,4
709,3x^2+5x+3,ADD,182,3,4,2,4
710,3x^2+5x+4,ADD,182,4,4,2,4
711,3x^2+5x+5,ADD,182,5,4,2,4
712,3x^2+5x+6,ADD,182,6,4,2,4
713,3x^2+5x+7,ADD,182,7,4,2,4
714,3x^2+5x+8,ADD,182,8,4,2,4
715,3x^2+5x+9,ADD,182,9,4,2,4
716,3x^2+5x+10,ADD,182,10,4,2,4
717,3x^2+5x+11,ADD,182,11,4,2,4
718,3x^2+7x+1,ADD,183,1,4,2,4
719,3x^2+7x+3,ADD,183,3,4,2,4
720,3x^2+7x+5,ADD,183,5,4,2,4
721,3x^2+7x+6,ADD,183,6,4,2,4
722,3x^2+7x+7,ADD,183,7,4,2,4
723,3x^2+7x+8,ADD,183,8,4,2,4
724,3x^2+7x+9,ADD,183,9,4,2,4
725,3x^2+7x+10,ADD,183,10,4,2,4
726,3x^2+7x+11,ADD,183,11,4,2,4
727,3x^2+8x+1,ADD,184,1,4,2,4
728,3x^2+8x+2,ADD,184,2,4,2,4
729,3x^2+8x+3,ADD,184,3,4,2,4
730,3x^2+8x+6,ADD,184,6,4,2,4
731,3x^2+8x+7,ADD,184,7,4,2,4
732,3x^2+8x+8,ADD,184,8,4,2,4
733,3x^2+8x+9,ADD,184,9,4,2,4
734,3x^2+8x+10,ADD,184,10,4,2,4
735,3x^2+8x+11,ADD,184,11,4,2,4
736,3x^2+10x+1,ADD,185,1,4,2,4
737,3x^2+10x+2,ADD,185,2,4,2,4
738,3x^2+10x+4,ADD,185,4,4,2,4
739,3x^2+10x+5,ADD,185,5,4,2,4
740,3x^2+10x+6,ADD,185,6,4,2,4
741,3x^2+10x+9,ADD,185,9,4,2,4
742,3x^2+10x+10,ADD,185,10,4,2,4
743,3x^2+10x+11,ADD,185,11,4,2,4
744,3x^2+11x+1,ADD,186,1,4,2,4
745,3x^2+11x+2,ADD,186,2,4,2,4
746,3x^2+11x+3,ADD,186,3,4,2,4
747,3x^2+11x+4,ADD,186,4,4,2,4
748,3x^2+11x+5,ADD,186,5,4,2,4
749,3x^2+11x+7,ADD,186,7,4,2,4
750,3x^2+11x+9,ADD,186,9,4,2,4
751,3x^2+11x+11,ADD,186,11,4,2,4
752,4x^2+2x+1,ADD,188,1,4,2,4
753,4x^2+2x+2,ADD,188,2,4,2,4
754,4x^2+2x+3,ADD,188,3,4,2,4
755,4x^2+2x+4,ADD,188,4,4,2,4
756,4x^2+2x+5,ADD,188,5,4,2,4
757,4x^2+2x+6,ADD,188,6,4,2,4
758,4x^2+2x+7,ADD,188,7,4,2,4
759,4x^2+2x+8,ADD,188,8,4,2,4
760,4x^2+2x+9,ADD,188,9,4,2,4
761,4x^2+2x+10,ADD,188,10,4,2,4
762,4x^2+2x+11,ADD,188,11,4,2,4
763,4x^2+3x+1,ADD,189,1,4,2,4
764,4x^2+3x+2,ADD,189,2,4,2,4
765,4x^2+3x+3,ADD,189,3,4,2,4
766,4x^2+3x+4,ADD,189,4,4,2,4
767,4x^2+3x+5,ADD,189,5,4,2,4
768,4x^2+3x+6,ADD,189,6,4,2,4
769,4x^2+3x+7,ADD,189,7,4,2,4
770,4x^2+3x+8,ADD,189,8,4,2,4
771,4x^2+3x+9,ADD,189,9,4,2,4
772,4x^2+3x+10,ADD,189,10,4,2,4
773,4x^2+3x+11,ADD,189,11,4,2,4
774,4x^2+5x+2,ADD,190,2,4,2,4
775,4x^2+5x+3,ADD,190,3,4,2,4
776,4x^2+5x+4,ADD,190,4,4,2,4
777,4x^2+5x+5,ADD,190,5,4,2,4
778,4x^2+5x+6,ADD,190,6,4,2,4
779,4x^2+5x+7,ADD,190,7,4,2,4
780,4x^2+5x+8,ADD,190,8,4,2,4
781,4x^2+5x+9,ADD,190,9,4,2,4
782,4x^2+5x+10,ADD,190,10,4,2,4
783,4x^2+5x+11,ADD,190,11,4,2,4
784,4x^2+6x+1,ADD,191,1,4,2,4
785,4x^2+6x+3,ADD,191,3,4,2,4
786,4x^2+6x+4,ADD,191,4,4,2,4
787,4x^2+6x+5,ADD,191,5,4,2,4
788,4x^2+6x+6,ADD,191,6,4,2,4
789,4x^2+6x+7,ADD,191,7,4,2,4
790,4x^2+6x+8,ADD,191,8,4,2,4
791,4x^2+6x+9,ADD,191,9,4,2,4
792,4x^2+6x+10,ADD,191,10,4,2,4
793,4x^2+6x+11,ADD,191,11,4,2,4
794,4x^2+7x+1,ADD,192,1,4,2,4
795,4x^2+7x+2,ADD,192,2,4,2,4
796,4x^2+7x+4,ADD,192,4,4,2,4
797,4x^2+7x+5,ADD,192,5,4,2,4
798,4x^2+7x+6,ADD,192,6,4,2,4
799,4x^2+7x+7,ADD,192,7,4,2,4
800,4x^2+7x+8,ADD,192,8,4,2,4
801,4x^2+7x+9,ADD,192,9,4,2,4
802,4x^2+7x+10,ADD,192,10,4,2,4
803,4x^2+7x+11,ADD,192,11,4,2,4
804,4x^2+9x+1,ADD,193,1,4,2,4
805,4x^2+9x+3,ADD,193,3,4,2,4
806,4x^2+9x+4,ADD,193,4,4,2,4
807,4x^2+9x+6,ADD,193,6,4,2,4
808,4x^2+9x+7,ADD,193,7,4,2,4
809,4x^2+9x+8,ADD,193,8,4,2,4
810,4x^2+9x+9,ADD,193,9,4,2,4
811,4x^2+9x+10,ADD,193,10,4,2,4
812,4x^2+9x+11,ADD,193,11,4,2,4
813,4x^2+10x+1,ADD,194,1,4,2,4
814,4x^2+10x+2,ADD,194,2,4,2,4
815,4x^2+10x+3,ADD,194,3,4,2,4
816,4x^2+10x+5,ADD,194,5,4,2,4
817,4x^2+10x+7,ADD,194,7,4,2,4
818,4x^2+10x+8,ADD,194,8,4,2,4
819,4x^2+10x+9,ADD,194,9,4,2,4
820,4x^2+10x+10,ADD,194,10,4,2,4
821,4x^2+10x+11,ADD,194,11,4,2,4
822,4x^2+11x+1,ADD,195,1,4,2,4
823,4x^2+11x+2,ADD,195,2,4,2,4
824,4x^2+11x+3,ADD,195,3,4,2,4
825,4x^2+11x+4,ADD,195,4,4,2,4
826,4x^2+11x+5,ADD,195,5,4,2,4
827,4x^2+11x+8,ADD,195,8,4,2,4
828,4x^2+11x+9,ADD,195,9,4,2,4
829,4x^2+11x+10,ADD,195,10,4,2,4
830,4x^2+11x+11,ADD,195,11,4,2,4
831,5x^2+2x+1,ADD,197,1,4,2,4
832,5x^2+2x+2,ADD,197,2,4,2,4
833,5x^2+2x+3,ADD,197,3,4,2,4
834,5x^2+2x+4,ADD,197,4,4,2,4
835,5x^2+2x+5,ADD,197,5,4,2,4
836,5x^2+2x+6,ADD,197,6,4,2,4
837,5x^2+2x+7,ADD,197,7,4,2,4
838,5x^2+2x+8,ADD,197,8,4,2,4
839,5x^2+2x+9,ADD,197,9,4,2,4
840,5x^2+2x+10,ADD,197,10,4,2,4
841,5x^2+2x+11,ADD,197,11,4,2,4
842,5x^2+3x+1,ADD,198,1,4,2,4
843,5x^2+3x+2,ADD,198,2,4,2,4
844,5x^2+3x+3,ADD,198,3,4,2,4
845,5x^2+3x+4,ADD,198,4,4,2,4
846,5x^2+3x+5,ADD,198,5,4,2,4
847,5x^2+3x+6,ADD,198,6,4,2,4
848,5x^2+3x+7,ADD,198,7,4,2,4
849,5x^2+3x+8,ADD,198,8,4,2,4
850,5x^2+3x+9,ADD,198,9,4,2,4
851,5x^2+3x+10,ADD,198,10,4,2,4
852,5x^2+3x+11,ADD,198,11,4,2,4
853,5x^2+4x+1,ADD,199,1,4,2,4
854,5x^2+4x+2,ADD,199,2,4,2,4
855,5x^2+4x+3,ADD,199,3,4,2,4
856,5x^2+4x+4,ADD,199,4,4,2,4
857,5x^2+4x+5,ADD,199,5,4,2,4
858,5x^2+4x+6,ADD,199,6,4,2,4
859,5x^2+4x+7,ADD,199,7,4,2,4
860,5x^2+4x+8,ADD,199,8,4,2,4
861,5x^2+4x+9,ADD,199,9,4,2,4
862,5x^2+4x+10,ADD,199,10,4,2,4
863,5x^2+4x+11,ADD,199,11,4,2,4
864,5x^2+6x+2,ADD,200,2,4,2,4
865,5x^2+6x+3,ADD,200,3,4,2,4
866,5x^2+6x+4,ADD,200,4,4,2,4
867,5x^2+6x+5,ADD,200,5,4,2,4
868,5x^2+6x+6,ADD,200,6,4,2,4
869,5x^2+6x+7,ADD,200,7,4,2,4
870,5x^2+6x+8,ADD,200,8,4,2,4
871,5x^2+6x+9,ADD,200,9,4,2,4
872,5x^2+6x+10,ADD,200,10,4,2,4
873,5x^2+6x+11,ADD,200,11,4,2,4
874,5x^2+7x+1,ADD,201,1,4,2,4
875,5x^2+7x+3,ADD,201,3,4,2,4
876,5x^2+7x+4,ADD,201,4,4,2,4
877,5x^2+7x+5,ADD,201,5,4,2,4
878,5x^2+7x+6,ADD,201,6,4,2,4
879,5x^2+7x+7,ADD,201,7,4,2,4
880,5x^2+7x+8,ADD,201,8,4,2,4
881,5x^2+7x+9,ADD,201,9,4,2,4
882,5x^2+7x+10,ADD,201,10,4,2,4
883,5x^2+7x+11,ADD,201,11,4,2,4
884,5x^2+8x+1,ADD,202,1,4,2,4
885,5x^2+8x+2,ADD,202,2,4,2,4
886,5x^2+8x+4,ADD,202,4,4,2,4
887,5x^2+8x+5,ADD,202,5,4,2,4
888,5x^2+8x+6,ADD,202,6,4,2,4
889,5x^2+8x+7,ADD,202,7,4,2,4
890,5x^2+8x+8,ADD,202,8,4,2,4
891,5x^2+8x+9,ADD,202,9,4,2,4
892,5x^2+8x+10,ADD,202,10,4,2,4
893,5x^2+8x+11,ADD,202,11,4,2,4
894,5x^2+9x+1,ADD,203,1,4,2,4
895,5x^2+9x+2,ADD,203,2,4,2,4
896,5x^2+9x+3,ADD,203,3,4,2,4
897,5x^2+9x+5,ADD,203,5,4,2,4
898,5x^2+9x+6,ADD,203,6,4,2,4
899,5x^2+9x+7,ADD,203,7,4,2,4
900,5x^2+9x+8,ADD,203,8,4,2,4
901,5x^2+9x+9,ADD,203,9,4,2,4
902,5x^2+9x+10,ADD,203,10,4,2,4
903,5x^2+9x+11,ADD,203,11,4,2,4
904,5x^2+11x+1,ADD,204,1,4,2,4
905,5x^2+11x+3,ADD,204,3,4,2,4
906,5x^2+11x+4,ADD,204,4,4,2,4
907,5x^2+11x+5,ADD,204,5,4,2,4
908,5x^2+11x+7,ADD,204,7,4,2,4
909,5x^2+11x+8,ADD,204,8,4,2,4
910,5x^2+11x+9,ADD,204,9,4,2,4
911,5x^2+11x+10,ADD,204,10,4,2,4
912,5x^2+11x+11,ADD,204,11,4,2,4
913,6x^2+2x+1,ADD,206,1,4,2,4
914,6x^2+2x+2,ADD,206,2,4,2,4
915,6x^2+2x+3,ADD,206,3,4,2,4
916,6x^2+2x+4,ADD,206,4,4,2,4
917,6x^2+2x+5,ADD,206,5,4,2,4
918,6x^2+2x+6,ADD,206,6,4,2,4
919,6x^2+2x+7,ADD,206,7,4,2,4
920,6x^2+2x+8,ADD,206,8,4,2,4
921,6x^2+2x+9,ADD,206,9,4,2,4
922,6x^2+2x+10,ADD,206,10,4,2,4
923,6x^2+2x+11,ADD,206,11,4,2,4
924,6x^2+3x+1,ADD,207,1,4,2,4
925,6x^2+3x+2,ADD,207,2,4,2,4
926,6x^2+3x+3,ADD,207,3,4,2,4
927,6x^2+3x+4,ADD,207,4,4,2,4
928,6x^2+3x+5,ADD,207,5,4,2,4
929,6x^2+3x+6,ADD,207,6,4,2,4
930,6x^2+3x+7,ADD,207,7,4,2,4
931,6x^2+3x+8,ADD,207,8,4,2,4
932,6x^2+3x+9,ADD,207,9,4,2,4
933,6x^2+3x+10,ADD,207,10,4,2,4
934,6x^2+3x+11,ADD,207,11,4,2,4
935,6x^2+4x+1,ADD,208,1,4,2,4
936,6x^2+4x+2,ADD,208,2,4,2,4
937,6x^2+4x+3,ADD,208,3,4,2,4
938,6x^2+4x+4,ADD,208,4,4,2,4
939,6x^2+4x+5,ADD,208,5,4,2,4
940,6x^2+4x+6,ADD,208,6,4,2,4
941,6x^2+4x+7,ADD,208,7,4,2,4
942,6x^2+4x+8,ADD,208,8,4,2,4
943,6x^2+4x+9,ADD,208,9,4,2,4
944,6x^2+4x+10,ADD,208,10,4,2,4
945,6x^2+4x+11,ADD,208,11,4,2,4
946,6x^2+5x+1,ADD,209,1,4,2,4
947,6x^2+5x+2,ADD,209,2,4,2,4
948,6x^2+5x+3,ADD,209,3,4,2,4
949,6x^2+5x+4,ADD,209,4,4,2,4
950,6x^2+5x+5,ADD,209,5,4,2,4
951,6x^2+5x+6,ADD,209,6,4,2,4
952,6x^2+5x+7,ADD,209,7,4,2,4
953,6x^2+5x+8,ADD,209,8,4,2,4
954,6x^2+5x+9,ADD,209,9,4,2,4
955,6x^2+5x+10,ADD,209,10,4,2,4
956,6x^2+5x+11,ADD,209,11,4,2,4
957,6x^2+7x+2,ADD,210,2,4,2,4
958,6x^2+7x+3,ADD,210,3,4,2,4
959,6x^2+7x+4,ADD,210,4,4,2,4
960,6x^2+7x+5,ADD,210,5,4,2,4
961,6x^2+7x+6,ADD,210,6,4,2,4
962,6x^2+7x+7,ADD,210,7,4,2,4
963,6x^2+7x+8,ADD,210,8,4,2,4
964,6x^2+7x+9,ADD,210,9,4,2,4
965,6x^2+7x+10,ADD,210,10,4,2,4
966,6x^2+7x+11,ADD,210,11,4,2,4
967,6x^2+8x+1,ADD,211,1,4,2,4
968,6x^2+8x+3,ADD,211,3,4,2,4
969,6x^2+8x+4,ADD,211,4,4,2,4
970,6x^2+8x+5,ADD,211,5,4,2,4
971,6x^2+8x+6,ADD,211,6,4,2,4
972,6x^2+8x+7,ADD,211,7,4,2,4
973,6x^2+8x+8,ADD,211,8,4,2,4
974,6x^2+8x+9,ADD,211,9,4,2,4
975,6x^2+8x+10,ADD,211,10,4,2,4
976,6x^2+8x+11,ADD,211,11,4,2,4
977,6x^2+9x+1,ADD,212,1,4,2,4
978,6x^2+9x+2,ADD,212,2,4,2,4
979,6x^2+9x+4,ADD,212,4,4,2,4
980,6x^2+9x+5,ADD,212,5,4,2,4
981,6x^2+9x+6,ADD,212,6,4,2,4
982,6x^2+9x+7,ADD,212,7,4,2,4
983,6x^2+9x+8,ADD,212,8,4,2,4
984,6x^2+9x+9,ADD,212,9,4,2,4
985,6x^2+9x+10,ADD,212,10,4,2,4
986,6x^2+9x+11,ADD,212,11,4,2,4
987,6x^2+10x+1,ADD,213,1,4,2,4
988,6x^2+10x+2,ADD,213,2,4,2,4
989,6x^2+10x+3,ADD,213,3,4,2,4
990,6x^2+10x+5,ADD,213,5,4,2,4
991,6x^2+10x+6,ADD,213,6,4,2,4
992,6x^2+10x+7,ADD,213,7,4,2,4
993,6x^2+10x+8,ADD,213,8,4,2,4
994,6x^2+10x+9,ADD,213,9,4,2,4
995,6x^2+10x+10,ADD,213,10,4,2,4
996,6x^2+10x+11,ADD,213,11,4,2,4
997,6x^2+11x+1,ADD,214,1,4,2,4
998,6x^2+11x+2,ADD,214,2,4,2,4
999,6x^2+11x+3,ADD,214,3,4,2,4
1000,6x^2+11x+4,ADD,214,4,4,2,4
1001,6x^2+11x+6,ADD,214,6,4,2,4
1002,6x^2+11x+7,ADD,214,7,4,2,4
1003,6x^2+11x+8,ADD,214,8,4,2,4
1004,6x^2+11x+9,ADD,214,9,4,2,4
1005,6x^2+11x+10,ADD,214,10,4,2,4
1006,6x^2+11x+11,ADD,214,11,4,2,4
1007,x^3,MULT,0,143,2,3,2
1008,x^3+x^2,MULT,13,143,3,3,2
1009,x^3+2x^2,MULT,14,143,3,3,2
1010,x^3+3x^2,MULT,15,143,3,3,2
1011,x^3+4x^2,MULT,16,143,3,3,2
1012,x^3+5x^2,MULT,17,143,3,3,2
1013,x^3+6x^2,MULT,18,143,3,3,2
1014,x^3+x,MULT,0,283,3,3,3
1015,x^3+2x,MULT,0,284,3,3,3
1016,x^3+3x,MULT,0,285,3,3,3
1017,x^3+4x,MULT,0,286,3,3,3
1018,x^3+5x,MULT,0,287,3,3,3
1019,x^3+6x,MULT,0,288,3,3,3
1020,x^3+7x,MULT,0,289,3,3,3
1021,x^3+8x,MULT,0,290,3,3,3
1022,x^3+9x,MULT,0,291,3,3,3
